addr,code,latitude,longitude,name,type
"서울특별시 동작구 사당로 300 222호 (사당동, 이수자이)",12809934,37.4843925,126.9805813,이수사랑약국,01
전라남도 목포시 상리로1번길 23 (상동),36815268,34.8130222,126.4142997,메디팜보령약국,01
광주광역시 남구 독립로54번길 29 (백운동),36816671,35.1389654,126.9050375,박약국,01
경남 고성군 상리면 척번정리 423-17,6128200527,34.9998614,128.1870737,새고성농협하나로마트본점,03
"서울특별시 마포구 월드컵로 205 101호 (성산동, 성산임대아파트 상가동)",11877618,37.5651006,126.9015262,성산현대약국,01
"부산광역시 부산진구 전포대로 170 (전포동, 유성헤네스타워 B102)",21812039,35.1518164,129.0658994,부광약국,01
경상남도 진주시 일반성면 동부로 1952,38840472,35.1715501,128.275895,보인한약국,01
"서울특별시 강남구 도산대로 118 1층 일부호 (논현동, 논현빌딩)",12817066,37.5166692,127.0217379,포인트약국,01
충청북도 청주시 상당구 중흥로 201 102호 (용암동),33811580,36.6202796,127.5146125,메디컬팜약국,01
"전라북도 남원시 동문로 13-4, (죽항동)",35805315,35.4067627,127.3857839,길남약국,01
경기도 안성시 중앙로 388 (서인동),41823346,37.007283,127.2699197,봄약국,01
경기도 여주시 우암로 16 (하동),41843398,37.2974682,127.6330083,여주태평양약국,01
홍천읍 연봉중앙로 54,2238303369,37.6823281,127.8785337,홍천연봉우체국,02
경기도 여주시 세종로 10 1층 (홍문동),31833314,37.297135,127.636763,맑은약국,01
"충청북도 청주시 상당구 사직대로 354-2, (서문동)",33801797,36.6365,127.4864911,은혜약국,01
"경기도 고양시 일산동구 중앙로 1228 1(일부)층 (마두동, KT고양지사)",31864660,37.6560223,126.7760886,온누리시민약국,01
강원도 영월군 한반도면 쌍용로 78,32810661,37.1823884,128.3203136,쌍용약국,01
부산광역시 사하구 다대로 550 1층 (다대동),21831785,35.0572853,128.9707449,바다온누리약국,01
"경기도 성남시 분당구 성남대로 906 502호 (야탑동, 국민은행건물)",31832067,37.41053,127.1292177,오층애천사약국,01
광주광역시 동구 지호로 69 (지산동),36801933,35.1477682,126.9364441,혜림약국,01
서울특별시 성동구 고산자로 253 (도선동),12808512,37.5623929,127.0356135,비타민약국,01
경북 의성군 춘산면 옥정리 310-3,5098200269,36.2372649,128.812874,금성농협하나로마트춘산점,03
경기도 부천시 은성로98번길 64 (소사본동),31842381,37.4723646,126.8015208,신한사랑약국,01
경상북도 경주시 동성로 95 (노동동),37812106,35.843451,129.2108576,영화약국,01
충청북도 청주시 상당구 중고개로 320 (금천동),33805571,36.6301178,127.505239,청주제일약국,01
경기도 안성시 양성면 명삼길 6 가동,41847580,37.040903,127.1899363,솔약국,01
서울특별시 금천구 디지털로9길 68 대륭포스트타워 5차 1층 106호 (가산동),12868850,37.4810217,126.8863307,가산소중한약국,01
"서울특별시 관악구 신림로 352 1층 (신림동, 연빌딩)",12818658,37.4858036,126.9298914,신림수약국,01
제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,39804976,33.3260139,126.8324372,표선한사랑약국,01
충남 서천군 종천면 충서로 460,3098302024,36.1092774,126.6400511,종천우체국,02
"서울특별시 강서구 강서로45길 49-5, 1층 101호,102호 (화곡동)",12818071,37.5475758,126.8333563,본초당약국,01
전라북도 정읍시 중앙1길 58 (수성동),35819499,35.5686194,126.851808,나라약국,01
충남 보령시 주포면 보령읍성길 80-19,3138300272,36.4148454,126.5886655,주포우체국,02
인천광역시 중구 우현로 47 (신포동),31892680,37.4715148,126.6281661,건강한21세기약국,01
"경기도 안성시 중앙로 246 3호 (석정동, 이마트)",31849806,37.0127642,127.2559057,안성마트약국,01
경기도 고양시 덕양구 동송로 20 삼송농산물종합유통센터 2층 (동산동),41841930,37.6488218,126.8987219,메디케어약국,01
광주광역시 서구 풍암중앙로 41 (풍암동),36805297,35.1252322,126.8788543,풍암약국,01
서울특별시 성동구 천호대로 308 2층 (용답동),12848182,37.5652304,127.0542501,새희망약국,01
경남 거제시 거제중앙로 1869 (고현동),6128220479,34.8851617,128.6243129,신현농협하나로마트고현점,03
전라남도 여수시 신월로 758 (봉산동),36808407,34.7373226,127.7227343,평화약국,01
"경상북도 경주시 안강읍 비화원로 72-1,",37843460,35.9910894,129.2246862,안강현대약국,01
부산광역시 동구 고관로 128 1층 (수정동),21841497,35.1296918,129.0476005,정다운약국,01
대전광역시 서구 월평북로 88 (월평동),34818421,36.3620572,127.3779315,올리브약국,01
경상북도 구미시 상사서로 64 (상모동),37836471,36.0881735,128.3555592,상모약국,01
서울특별시 송파구 백제고분로 212 (삼전동),12852350,37.5034907,127.0900832,서울그랜드약국,01
세종특별자치시 한누리대로 2022 아이콤스타타워 103호 (소담동),34842675,36.4844769,127.2991569,본약국,01
"경상남도 창원시 의창구 창이대로15번길 24 102호 (팔용동, 서주빌딩)",38835967,35.2357938,128.6426779,명약국,01
"경기도 부천시 오정로 242 1층 (오정동, 낙원빌딩)",41807910,37.5291162,126.7859444,경인종로약국,01
인천광역시 남동구 논고개로 61 라피에스타 (논현동),41844785,37.3975366,126.7275277,365라피에스타약국,01
경기도 수원시 권선구 동수원로 220 (권선동),41813600,37.2493456,127.0340167,에덴약국,01
서울특별시 송파구 올림픽로37길 130 파크리오 A동 317호 (신천동),12801488,37.5207845,127.1045119,삼원약국,01
경상북도 문경시 중앙로 128 (점촌동),37815288,36.5962228,128.2002303,메디팜보명당약국,01
"충청남도 천안시 동남구 충절로 535-3, 1층 (삼룡동)",34811869,36.7766152,127.1777068,건강백세약국,01
울산광역시 남구 북부순환도로 24 1층 (무거동),38840511,35.5515393,129.2664365,무지개약국,01
충청북도 충주시 계명대로 19 (칠금동),33802653,36.9826338,127.9165871,우리들온누리약국,01
경상남도 양산시 물금읍 청운로 185 117호,38810689,35.3172103,129.0028103,올리브약국,01
인천광역시 부평구 경원대로 1414 삼미빌딩 1층 103호 (부평동),41844416,37.4910161,126.7260914,손약국,01
경상남도 김해시 율하1로 106 (율하동),38836521,35.1731297,128.815046,율하제일약국,01
경기도 부천시 성지로 89 대덕빌딩 1층 (원종동),41847571,37.5269433,126.8110479,원종태평양약국,01
대구광역시 수성구 지범로 149 (지산동),5028304581,35.8233985,128.6367497,대구지산동우체국,02
"경기도 오산시 수청로 189 106,107호 (금암동, 웅신아트프라자)",41813821,37.1767881,127.0459486,세교온누리약국,01
대구광역시 동구 아양로 236 (효목동),37801392,35.8865118,128.6388119,아양약국,01
"경상남도 김해시 진영읍 본산로 15-17, 106호",38813777,35.3066815,128.7366013,더조은 온누리약국,01
경기도 이천시 이섭대천로 1249 (창전동),41832680,37.2819934,127.4466822,동의보감한약국,01
경기도 안양시 만안구 장내로119번길 16 (안양동),31855016,37.3974382,126.9208794,종로약국,01
서울특별시 종로구 삼일대로 434 (낙원동),11830212,37.5733544,126.988154,은성약국,01
"경기도 파주시 문산읍 문향로 64-1,",41808100,37.8575947,126.7852021,한진약국,01
"경기도 고양시 덕양구 화정로 53-1, 1층 104호 (화정동, 글로리아프라자)",41819543,37.6354597,126.8323997,바로팜약국,01
"경상남도 통영시 중앙로 160 2층 7호 (태평동, 충무데파트)",38806428,34.845899,128.4241577,대건약국,01
부산광역시 사상구 사상로 237 (괘법동),21838534,35.1661437,128.9824606,조은우리약국,01
경기도 고양시 일산동구 고양대로 757 (중산동),41826396,37.6826538,126.7801872,하이약국,01
충청남도 논산시 계백로 1001 (취암동),34835580,36.2036041,127.0879395,성모제일약국,01
경기도 시흥시 매화1로 3 (매화동),31872051,37.4156123,126.8147311,새소망약국,01
서울특별시 성동구 아차산로 113 삼진빌딩 3층 302호 (성수동2가),12865109,37.5446283,127.0568898,성수메디칼약국,01
충청남도 금산군 금산읍 인삼약초로 40,34837990,36.100674,127.4973278,행복한 한약국,01
"전라북도 전주시 완산구 충경로 97-1, (경원동3가)",35818247,35.819548,127.1496199,금오당약국,01
경남 거창군 남상면 수남로 1842,6118302816,35.64437,127.9091276,거창남상우체국,02
"인천광역시 남동구 호구포로 808 102호 (구월동, 수전빌딩)",41828658,37.4544923,126.7195378,재준약국,01
경기도 이천시 백사면 이여로 293,31826628,37.3224136,127.4729563,지성약국,01
강원도 원주시 소초면 장막2길 18,32814984,37.4114658,127.9587392,장양리영진약국,01
부산광역시 금정구 장전로 10 1층 104호 (장전동),21815101,35.2278263,129.0876257,가온샘약국,01
"대구광역시 달서구 선원남로 99 107호 (이곡동, 한빛상가)",37819976,35.8584482,128.5112019,메디팜고려약국,01
횡성군 서원면 서원로 150,2248304551,37.4865228,127.8492882,서원우체국,02
광주광역시 광산구 목련로153번길 79 1층 (운남동),36830321,35.1753917,126.8144036,토마토약국,01
인천광역시 남동구 독점로29번길 24 (구월동),31839274,37.4525128,126.7096067,사랑길약국,01
경상북도 경산시 하양읍 금송로 8,37834410,35.9143315,128.8187429,우리들약국,01
충청북도 제천시 내토로 973 (고암동),33814546,37.1620069,128.2335299,보성약국,01
"경상남도 밀양시 삼문강변로 344-6, (삼문동)",38828430,35.4893067,128.7537455,미래약국,01
"경기도 화성시 큰재봉길 23-11, 112호 (석우동, 삼성쉐르빌)",31877664,37.2175028,127.0793496,성심온누리약국,01
전라남도 나주시 세지면 동창로 130-5 ,4128300259,34.9201025,126.7486257,세지우체국,02
경기도 고양시 일산서구 중앙로 1426 일송노블레스 4층 408호 (주엽동),41850025,37.6702816,126.7619659,행복가득약국,01
"서울특별시 종로구 경교장길 35 3150호 (평동, 경희궁자이 3단지)",12869775,37.5691438,126.9659909,위드팜바로드림약국,01
"경상북도 영천시 북안면 못안길 2-85, (우리약국)",37841912,35.9158819,129.010529,우리약국,01
경기도 남양주시 다산중앙로172번길 38 엘투프라자 112호 (다산동),41844530,37.6281981,127.1563985,샛별약국,01
"경기도 고양시 일산동구 강송로 49 101호 (백석동, 윈스턴파크)",41837193,37.6448777,126.7921254,일산메디칼약국,01
"경기도 성남시 분당구 야탑로81번길 10 303-1호 (야탑동, 아미고타워)",41809416,37.4105955,127.1282197,21세기분당종로약국,01
경기도 성남시 중원구 산성대로434번길 9 (금광동),31840990,37.4502243,127.1605511,새금광약국,01
광주광역시 광산구 신창로 69 107호 (신창동),36835064,35.1914689,126.8367664,건강한약국,01
경기도 안성시 중앙로 252 (석정동),31843379,37.0130174,127.2568019,한솔약국,01
전라남도 함평군 신광면 신광중앙길 106 ,4128302000,35.1561854,126.4984422,함평신광우체국,02
"서울특별시 강남구 삼성로 11 상가 지상1층 113호 (개포동, 디에이치 아너힐즈)",12869252,37.4846559,127.0672555,아너힐즈약국,01
서울특별시 중랑구 용마산로 438 (면목동),11877791,37.5902945,127.0975818,온누리사랑약국,01
"서울특별시 은평구 통일로 723-1, 제일쇼핑 2층 (대조동)",12820199,37.6102073,126.9299858,바로약국,01
"서울특별시 서초구 서초대로 306 1층 (서초동, 진영빌딩)",11853948,37.4938614,127.0151597,일이약국,01
경기도 성남시 중원구 광명로 372 (금광동),31814166,37.4464342,127.1672104,전승완약국,01
서울특별시 성북구 돌곶이로 57 1층 (석관동),11821060,37.6088652,127.0588136,새석관약국,01
경기도 구리시 동구릉로85번길 12 (인창동),31878261,37.6082738,127.133835,구리보룡약국,01
경기도 성남시 중원구 산성대로372번길 9 1층 (금광동),31834680,37.4451636,127.1581131,사랑온누리약국,01
대구광역시 달서구 달구벌대로 1607 (감삼동),37825739,35.8524079,128.5420411,성서조약국,01
"서울특별시 금천구 시흥대로 391 3층 (독산동, 홈플러스금천점)",11894032,37.4686639,126.8968853,건강플러스약국,01
"서울특별시 동대문구 약령중앙로 72-2, 203호 (제기동, 윤주빌딩)",12840483,37.5847224,127.0378101,보은한약국,01
인천광역시 부평구 장제로 74 (부평동),41823931,37.4921137,126.7301095,부평우리약국,01
경상북도 포항시 북구 신덕로 248 (양덕동),37846442,36.0877454,129.3890318,다나온누리약국,01
경기도 여주시 세종로 27 (홍문동),31871062,37.2952939,127.6367941,중앙약국,01
강원도 춘천시 춘주로 151 (퇴계동),32807996,37.8586309,127.7251478,새날약국,01
경북 청도군 이서면 학산1길 8 ,5158301799,35.6619811,128.671388,청도이서우체국,02
충청북도 충주시 국원대로 184 (연수동),33802637,36.9880153,127.9286187,안재경약국,01
서울특별시 노원구 덕릉로 779 (상계동),12816345,37.6668168,127.0782275,열방약국,01
서울특별시 마포구 동교로 203 1층 (동교동),11886277,37.5583233,126.9230605,우리들약국,01
"경기도 고양시 일산서구 강선로 59 405호 (주엽동, 동신파크빌딩)",31860699,37.6695383,126.7643313,토마토약국,01
경상북도 구미시 금오산로 54 (원평동),37812840,36.1276328,128.3372281,운현약국,01
부산광역시 남구 분포로 115 힐탑탑플레이스 A동 304호 (용호동),21818681,35.132059,129.112892,신혜약국,01
"대전광역시 동구 비래서로42번길 69, 1층 (가양동)",34840281,36.3511535,127.4477418,명문당한약국,01
"경기도 화성시 동탄지성로 139 1층 101호 (능동, 양진빌딩)",41812735,37.2093436,127.0601931,동탄우리약국,01
부산광역시 해운대구 우동2로 16 (우동),21836841,35.1661529,129.1605009,덕인약국,01
"충청북도 충주시 주덕읍 신양로 126-1,",33816051,36.9735356,127.8010857,주덕늘푸름약국,01
경기도 안양시 동안구 경수대로 707 (호계동),31818200,37.3847427,126.9512268,한독약국,01
경상남도 창원시 마산회원구 3·15대로 743 (합성동),38817403,35.2385118,128.5822607,마산합성약국,01
"경상남도 진주시 대신로 301 지하1층 (상대동, 동부농협)",38831635,35.1873615,128.1166713,성심약국,01
"서울특별시 동작구 만양로 84 102,103호 (노량진동, 삼익주상복합상가)",12803197,37.5109209,126.9450362,인화약국,01
경기도 수원시 장안구 서부로 2125 1층 (율전동),31808883,37.2983731,126.9710412,율전약국,01
"경기도 광명시 오리로 801 (하안동, e편한세상센트레빌아파트 가동상가 105호)",41812905,37.4686239,126.8674605,이편한약국,01
울산광역시 북구 매산로 15 1층 (매곡동),38818302,35.6417384,129.3571198,더조은약국,01
서울특별시 용산구 원효로41길 38 (원효로3가),11898411,37.5349504,126.9595732,백경약국,01
"부산광역시 부산진구 양정로 49-1, (양정동)",21826111,35.1700979,129.0755955,밝은약국,01
"전라남도 목포시 영산로 95-2, (명륜동)",36807834,34.7911856,126.3856355,호남약국,01
경기도 김포시 봉화로182번길 28 (북변동),31856357,37.6287973,126.7031567,김포종로약국,01
"대전광역시 중구 목동로 37 107호 (목동, 목양마을아파트상가)",34821376,36.3349579,127.4055106,목양약국,01
광주광역시 서구 무진대로 935 1층 (광천동),36821438,35.1619615,126.8827242,청담약국,01
"대구광역시 북구 연암로 98-2, (산격동)",37801015,35.8932795,128.5945997,산격약국,01
경상남도 양산시 소주회야로 75 (소주동),38821559,35.409747,129.1591735,유명한약국,01
대구광역시 남구 중앙대로48길 3 (대명동),37837265,35.8525633,128.5910947,영선제일약국,01
서울특별시 중랑구 용마산로 424 (면목동),11840978,37.5892311,127.0969285,신성모약국,01
경기도 포천시 소흘읍 태봉로 138 504호 (희성프라자),41801407,37.8299803,127.1399132,송우약국,01
충청북도 청주시 흥덕구 증안로 58 (복대동),33813884,36.6363067,127.4297588,새일신약국,01
충청남도 보령시 웅천읍 장터중앙길 129,34833668,36.2329215,126.5995364,서울약국,01
"경기도 광주시 광주대로55번길 7-6, (경안동)",41839994,37.4111376,127.259496,이화정문약국,01
제주특별자치도 제주시 남성로 143 (삼도이동),39800369,33.5092922,126.520493,창신약국,01
"경상북도 포항시 남구 중흥로 98 1층 (상도동, 탑클리닉빌딩)",37845365,36.0136539,129.3512144,평화온누리약국,01
서울특별시 강북구 솔샘로 203 1층 (미아동),11880082,37.6203258,127.0151356,솔샘우리약국,01
"경상북도 경주시 원지길 4 101호 (황성동, 청우아파트상가)",37834452,35.8680816,129.2180962,예송약국,01
"경상북도 영천시 시장3길 10-11, (완산동)",37804677,35.9651039,128.9385617,새복약국,01
전라북도 고창군 고창읍 석정2로 171 (하나로마트),35820969,35.4315994,126.7398162,석정약국,01
서울특별시 용산구 우사단로 43 (이태원동),11837829,37.5341123,126.9954687,소명약국,01
인천광역시 연수구 청학로15번길 4 (청학동),31812457,37.4287134,126.6632924,정명약국,01
인천광역시 남동구 논고개로 325 1층 (도림동),31876188,37.4191998,126.7291126,그린팜우리약국,01
경상북도 의성군 단촌면 장터길 20 ,5098301270,36.4221571,128.6737785,의성단촌우체국,02
"인천광역시 미추홀구 연남로 35 (관교동,인천터미널 1층)",31858422,37.4424853,126.7013784,인천터미널약국,01
"서울특별시 서초구 서초대로78길 56, 105호 (서초동, 금성상가)",12857696,37.4929838,127.0290271,강남호랑이한약국,01
광주광역시 서구 시청로 40 (치평동),36823848,35.152385,126.8524164,마트약국,01
충청북도 청주시 서원구 분평로 36 (분평동),33814848,36.6083375,127.4893461,보명약국,01
충북 옥천군 평산4길 6,3028301039,36.2832983,127.6206269,동이우체국,02
"부산광역시 남구 분포로 111 1001동 205호 (용호동, LG메트로시티상가)",21828725,35.1279925,129.1121446,LG참약국,01
"서울특별시 강동구 양재대로 1498 1층 (길동, 호석빌딩)",12861065,37.5393144,127.1409212,길동스타약국,01
서울특별시 관악구 관악로 248 1층 (봉천동),12834718,37.4862243,126.9571674,관악희망약국,01
서울특별시 강동구 진황도로 127 (길동),11804386,37.5343428,127.1403538,길성약국,01
전라북도 익산시 무왕로 971 (신동),35809744,35.96106,126.9658496,즐거운약국,01
대구광역시 달서구 성당로 209 (성당동),37804464,35.8510723,128.5731045,이화약국,01
광주 북구 일곡동 847-2,4098209223,35.2052024,126.8967234,광주농협하나로마트일곡점,03
서울특별시 강남구 삼성로96길 11 1층 (삼성동),12836486,37.5089594,127.0568255,삼성수약국,01
전라북도 전주시 완산구 풍남문4길 3 (전동3가),35801484,35.8127255,127.1453702,남대문약국,01
인천광역시 남동구 서창남순환로215번길 17 114호 (서창동),41848012,37.4247276,126.7475898,늘온누리약국,01
강원 속초시 동해대로 4202 교동673-1,2278209771,38.1945496,128.5790825,속초농협하나로마트엑스포점,03
경기도 파주시 적성면 청송로 1016,41810198,37.9538561,126.9182817,적성태평양약국,01
경상북도 울진군 북면 부구3길 14-3 ,5078302254,37.1046719,129.3725623,울진북면우체국,02
"대구광역시 남구 두류공원로19길 8-1, (대명동)",37808494,35.8446399,128.5683662,마리아약국,01
부산광역시 부산진구 가야대로 594 (가야동),21812373,35.154525,129.0368428,온누리주민약국,01
서울특별시 성동구 장터1길 2 (금호동3가),12842940,37.5486703,127.0169501,다나을약국,01
서울특별시 도봉구 덕릉로 236 1층 (창동),12838306,37.638749,127.038526,뉴지명약국,01
경기도 안양시 동안구 경수대로 556 1층 (호계동),31895441,37.3722604,126.9581284,대학당약국,01
"경기도 광명시 디지털로 29 1층 106,107호 (철산동)",31879683,37.4741649,126.8708395,아름다운약국,01
경북 고령군 다산면 다산면평리237-1,5038200728,,,다산농협하나로마트,03
"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",38833883,35.2193191,128.6915303,그린약국,01
경상남도 밀양시 중앙로 289 (삼문동),38820633,35.4886669,128.7541253,오약국,01
서울특별시 양천구 목동중앙본로7길 48 (목동),11852259,37.5396627,126.8660694,제성약국,01
경상남도 창원시 마산회원구 3·15대로 645 (석전동),38811031,35.2309744,128.576436,친절한약국,01
인천광역시 중구 흰바위로 41 2층 (운서동),31861962,37.4927002,126.4894961,해오름약국,01
경상북도 김천시 혁신4로 69 이노베이션 스퀘어 103호 (율곡동),37849573,36.1214647,128.1891259,으뜸약국,01
인천광역시 계양구 하느재로20번길 1 (계산동),31806872,37.5454538,126.7252248,유영약국,01
경상남도 산청군 단성면 목화로 983,38839822,35.2986108,127.957725,단성우리약국,01
강원도 평창군 평창읍 백오로 111,32803681,37.367796,128.3961276,중앙약국,01
서울특별시 동대문구 전농로 24 (답십리동),12848450,37.5670155,127.0569165,삼보약국,01
"경기도 의정부시 회룡로 241 103,104호 (신곡동, 풍림한국아파트상가)",31876111,37.726731,127.0604952,양지그랜드약국,01
광주광역시 북구 반룡로27번길 5 (용봉동),36806323,35.1792781,126.901092,메디팜신세계약국,01
충남 태안군 원북면 반계1리172,3168200221,,,원북농협하나로마트,03
"경기도 수원시 팔달구 경수대로421번길 6-15, B동 1층 (인계동)",41850149,37.2646492,127.0249902,정문약국,01
"경기도 용인시 수지구 만현로 113 106호 (상현동, 미래프라자)",31881793,37.3064775,127.0853649,솔약국,01
서울특별시 송파구 가락로42길 9 (방이동),11893044,37.5123462,127.1208506,경인약국,01
서울특별시 구로구 구로중앙로12길 38 (구로동),12804860,37.4925494,126.8932473,늘푸른약국,01
제주특별자치도 서귀포시 중앙로 37 (서귀동),39801004,33.2479945,126.5615921,삼일약국,01
경기도 안양시 만안구 안양로 445 (석수동),31897444,37.4098151,126.9118469,독도는우리땅약국,01
인천광역시 서구 원적로27번길 11 (가좌동),41842286,37.4893994,126.6788886,편안한약국,01
서울특별시 송파구 성내천로 212 (마천동),12825654,37.5000157,127.1512123,보성약국,01
전라남도 영암군 삼호읍 삼호중앙로 167 167,36820148,,,대불약국,01
경상북도 칠곡군 석적읍 강변대로 2291,37849565,36.0762156,128.3944296,큰길약국,01
충청남도 천안시 서북구 오성로 51  (두정동),34835997,36.8306089,127.1329855,자인약국,01
"경기도 고양시 일산동구 강송로 49 102호 (백석동, 윈스턴파크아이)",31895450,37.6448777,126.7921254,가까운약국,01
경상북도 구미시 선산읍 남문로 34,37851535,36.2404895,128.3020212,원약국,01
서울특별시 영등포구 신길로39길 13 (신길동),11864974,37.5067868,126.9094883,대흥약국,01
광주광역시 남구 덕남길 106 (덕남동),36831972,35.0938042,126.8986666,빛고을 건강약국,01
충남 서천군 서천읍 군사리 809-4,3098201896,36.0785814,126.6845788,서천농협하나로마트서부점,03
경상남도 김해시 대동면 대동로 615,6228301874,35.2423578,128.9811524,김해대동우체국,02
부산광역시 사하구 다대로 253 (장림동),21841390,35.0798022,128.9776705,장림정다운약국,01
부산광역시 동구 정공단로 35 1층 (좌천동),21837490,35.1358324,129.0546255,정성약국,01
"서울특별시 양천구 신월로10길 16 (신월동, 삼성아파트)",11853883,37.5159339,126.8406723,경민약국,01
"경기도 고양시 덕양구 소원로 47 112호 (행신동, 무원마을삼보상가)",31850677,37.6137477,126.831647,행신삼보약국,01
경기도 광주시 순암로36번길 130 (장지동),41811631,37.3966714,127.2451044,무지개약국,01
"부산광역시 해운대구 해운대로 540 104동 B106호 (우동, 해운대 동백 두산위브더제니스)",21842621,35.1597296,129.1507049,동백수약국,01
울산광역시 중구 옥교6길 7 1층 (학산동),38800829,35.5548608,129.3276414,영원약국,01
"대구광역시 달서구 상인서로 3 나동 113호 (상인동, 평광아파트)",37830392,35.8118632,128.5461827,신성약국,01
강원도 홍천군 홍천읍 홍천로 366 366,32806345,,,박약국,01
대구광역시 달성군 다사읍 달구벌대로 874 105호,37848178,35.8579676,128.4643372,정다운약국,01
부산광역시 기장군 기장읍 차성동로 114,21804770,35.2479345,129.2170633,참조은약국,01
대구광역시 동구 율하동로24길 7 (신기동),37819721,35.8698711,128.7029448,동화약국,01
대구광역시 중구 달구벌대로 2120 (봉산동),37831305,35.8648252,128.5954142,건강한약국,01
"광주광역시 북구 첨단연신로107번길 45-3, (신용동)",36832430,35.2073372,126.8595469,풀려라약국,01
"서울특별시 강동구 아리수로97길 19 상가동 201호 (강일동, 강일리버파크)",12828491,37.5670476,127.1760274,강일약국,01
충청남도 논산시 강경읍 계백로 155,34831282,36.1579866,127.0170941,솔약국,01
"전라북도 부안군 부안읍 시장1길 5-31, 터미널약국",35816767,35.7270252,126.7360853,터미널약국,01
경상남도 거제시 아주로1길 2 (아주동),38834316,34.8665452,128.692422,남문약국,01
부산광역시 기장군 정관읍 정관로 389 389,21818843,,,봄약국,01
"경기도 성남시 수정구 위례광장로 300 808호 (창곡동, 위례중앙역중앙타워)",41840321,37.4734648,127.1427026,위례우리들약국,01
"경기도 고양시 일산서구 킨텍스로 240 킨텍스 꿈에그린 130호 (대화동, 킨텍스 꿈에그린)",41848519,37.6659014,126.7504499,킨텍스아는약국,01
울산광역시 남구 신정로 33 (달동),38829088,35.5348114,129.32209,신현대약국,01
대구광역시 북구 동북로 198 (산격동),37808869,35.8978733,128.6138679,세계약국,01
경기도 용인시 처인구 양지면 양지로 140,31885233,37.2343437,127.2837996,양지중앙약국,01
강원도 춘천시 춘주로 143 (퇴계동),32808259,37.8589993,127.724459,별동별약국,01
전라남도 진도군 진도읍 남문길 34,36825310,34.4812222,126.2639301,진도종로약국,01
전라남도 목포시 죽산로40번길 7 (산정동),36835269,34.810574,126.3761408,파마코약국,01
부산광역시 부산진구 황령대로 12 (범천동),21839867,35.1476076,129.0611555,해인약국,01
경북 봉화군 소천면 소천로 1269-5 ,5128300957,36.9395385,129.002086,봉화소천우체국,02
"서울특별시 중랑구 동일로 752 219호 (중화동, 한신프라자상가)",11881623,37.5972356,127.0823486,정성약국,01
대구광역시 남구 두류공원로17길 28 1층 (대명동),37850989,35.8442445,128.5687058,참열린약국,01
"세종특별자치시 한누리대로 2264 105-106호 (대평동, 씨티오브드림)",34836063,36.4730292,127.2768192,메디팜365약국,01
서울특별시 양천구 등촌로 214 (목동),12810622,37.5486065,126.8637052,무지개약국,01
충북 괴산군 사리면 모래재로 327 (증평농협사리지점),3158203910,36.8131337,127.6484763,증평농협하나로마트사리점,03
경기도 수원시 권선구 금곡로 100 107호 (금곡동),41825519,37.2738628,126.9412832,스마트약국,01
광주광역시 서구 상무중앙로 22 (치평동),36802417,35.1487013,126.8489264,화평약국,01
"대구광역시 남구 성당로 170-2, 1층 (대명동)",37847198,35.8489951,128.570501,정문약국,01
대구광역시 서구 큰장로 133 (내당동),37807161,35.870227,128.5791471,대경약국,01
경북 영주시 안정면 신재로 530,5128200358,36.8458571,128.557875,안정농협하나로마트,03
충청남도 예산군 예산읍 벚꽃로155번길 20 1층 102호,34815538,36.6946364,126.834606,솔약국,01
충남 예산군 예산읍 신례원로 183,3118301881,36.7256146,126.843509,신례원우체국,02
광주광역시 남구 서문대로 686 교육타워 1층 (진월동),36832693,35.1205194,126.8991167,푸른솔약국,01
충청북도 청주시 상당구 무심동로 396 (서문동),33808651,36.6359882,127.4848257,성안약국,01
전라북도 무주군 설천면 무설로 1588,35805765,36.0091113,127.7872465,팜메이트설천약국,01
경남 창녕군 부곡면 신촌길 2,6158301385,35.4367814,128.5924266,창녕부곡우체국,02
경기도 여주시 도예로 76 (오학동),41828313,37.3093737,127.6437613,솔약국,01
서울특별시 서대문구 연세로 39 (창천동),12846368,37.5591909,126.9366378,세란약국,01
전라북도 부안군 부안읍 번영로 155,35806575,35.7267288,126.7375149,선인약국,01
부산광역시 서구 대티로 183 (서대신동3가),21809429,35.1113844,129.0121561,푸른약국,01
인천광역시 부평구 경인로879번길 8 (부평동),31842542,37.4858606,126.7179407,삼릉약국,01
경기도 동두천시 중앙로 165 (생연동),41825454,37.8962905,127.0521494,보건약국,01
"서울특별시 중랑구 중랑천로 114-1, (중화동)",11839937,37.5954864,127.0724376,온누리신용약국,01
전라북도 군산시 약전안길 7 (중앙로2가),35803398,35.9834806,126.7176359,약손약국,01
서울특별시 강남구 도산대로 204 1층 (논현동),11847174,37.5195098,127.0288636,에이엔씨약국,01
"서울특별시 영등포구 63로 45 (여의도동, 여의도시범아파트)",11867493,37.5207318,126.9369717,여의도성모약국,01
"경기도 의정부시 시민로 80 612호 (의정부동, 센트럴타워)",31831524,37.7381114,127.04387,엔터약국,01
"서울특별시 은평구 서오릉로2길 17-5, (녹번동)",11851244,37.6025464,126.9284637,메디칼약국,01
경남 고성군 마암면 옥천로 232-6,6128203878,35.0553315,128.3384238,동고성농협하나로마트마암점,03
전북 남원시 인월면 인월장터로29,4078300320,35.4622897,127.6010605,남원인월우체국,02
